,title,release_year,vote_count,vote_average
38991,A Taxing Woman's Return,1988,3.0,6.3
38992,Minbo: the Gentle Art of Japanese Extortion,1992,1.0,4.5
38993,Tales of a Golden Geisha,1990,1.0,7.0
38994,Camille,1921,3.0,7.3
38995,The Fundamentals of Caring,2016,560.0,7.4
38996,Inside Men,2015,23.0,6.7
38997,Brexit: The Movie,2016,3.0,6.3
38998,A Knight in Camelot,1998,25.0,5.1
38999,Baby Blood,1990,9.0,6.1
39000,Trance,1982,11.0,7.0
39001,Beck,2010,13.0,6.4
39002,Jackie Chan: My Stunts,1999,18.0,7.0
39003,No Filter,2016,31.0,6.1
39004,The Gambler,2013,3.0,4.3
39005,Elstree 1976,2015,7.0,6.1
39006,Locked In,2010,5.0,4.0
39007,"Bumblefuck, USA",2011,1.0,6.0
39008,Love on the Dole,1941,4.0,6.0
39009,After Eden,2015,1.0,5.0
39010,Popstar: Never Stop Never Stopping,2016,348.0,6.6
39011,Loot,1970,3.0,8.0
39012,Bullet to Beijing,1995,8.0,3.4
39013,Tab Hunter Confidential,2015,12.0,7.6
39014,Next Time I'll Aim for the Heart,2014,89.0,5.6
39015,All About Our House,2001,4.0,5.6
39016,A Midsummer Night's Dream,2016,6.0,6.2
39017,Guns for Hire,2015,8.0,5.1
39018,United States of Love,2016,4.0,5.5
39019,Lost and Beautiful,2015,5.0,7.0
39020,Marguerite & Julien,2015,29.0,5.8
39021,Art of the Prank,2015,0.0,0.0
39022,Future Shock! The Story of 2000AD,2014,6.0,7.3
39023,La muerte de Jaime Roldós,2013,0.0,0.0
39024,Dark Signal,2016,13.0,3.7
39025,Old Fashioned: The Story of the Wisconsin Supper Club,2015,1.0,10.0
39026,Below Zero,2011,12.0,4.4
39027,Flamenco Flamenco,2010,4.0,6.6
39028,The Making of a Lady,2012,5.0,5.0
39029,Mad Love,1985,7.0,7.0
39030,The Bremen Town Musicians,1969,15.0,6.2
39031,Urge,2016,44.0,4.5
39032,Planet Earth,2006,176.0,8.8
39033,Life,2009,65.0,8.5
39034,Monkey Planet,2014,0.0,0.0
39035,Dylan Moran: Off The Hook,2015,1.0,7.0
39036,The Great Waltz,1972,0.0,0.0
39037,All the Way,2016,90.0,6.6
39038,Toad Road,2013,11.0,4.7
39039,The Night Holds Terror,1955,3.0,3.2
39040,Highway 301,1950,5.0,6.6
39041,Bo Burnham: Make Happy,2016,56.0,8.4
39042,Troublemakers: The Story of Land Art,2015,1.0,5.0
39043,Boris - Il film,2011,74.0,6.8
39044,The Conjuring 2,2016,2018.0,7.0
39045,Alexander Hamilton,1931,1.0,4.0
39046,Captive,2008,2.0,2.0
39047,Circuitry Man II: Plughead Rewired,1994,4.0,3.0
39048,Eyes of Crystal,2004,7.0,6.0
39049,Living on Love,1937,0.0,0.0
39050,Meet the Hitlers,2014,0.0,0.0
39051,UFOs: The Best Evidence Ever Caught on Tape,1997,0.0,0.0
39052,The Final Master,2015,15.0,6.8
39053,Weiner,2016,51.0,7.7
39054,The Shaolin Avengers,1976,5.0,4.9
39055,Shaolin Prince,1982,4.0,5.9
39056,The Demented,2013,35.0,4.6
39057,The Dresser,2015,19.0,6.8
39058,The Girl Said No,1937,1.0,6.0
39059,The Lady of Scandal,1930,1.0,6.0
39060,The Red Mill,1927,3.0,5.0
39061,The Savage Five,1974,5.0,5.6
39062,When a Man Loves,1927,0.0,0.0
39063,Next Year If All Goes Well,1981,1.0,6.0
39064,Never Back Down: No Surrender,2016,72.0,6.8
39065,Approaching the Unknown,2016,89.0,5.1
39066,Tap Roots,1948,2.0,6.3
39067,Pelé: Birth of a Legend,2016,175.0,7.3
39068,The Captive Heart,1946,7.0,5.9
39069,Bienvenue à bord,2011,118.0,5.3
39070,Beş Şehir,2010,5.0,7.1
39071,Brothers and Sisters of the Toda Family,1941,4.0,7.3
39072,Dragnet Girl,1933,2.0,6.0
39073,Eroica,1958,2.0,5.0
39074,Day One,1989,3.0,4.7
39075,Man on the Tracks,1957,4.0,5.4
39076,Dead Run,2005,2.0,1.0
39077,(Dis)Honesty: The Truth About Lies,2015,21.0,6.8
39078,Andron,2015,49.0,3.9
39079,Julia X,2011,34.0,4.4
39080,Oy Vey! My Son Is Gay!,2009,5.0,5.7
39081,Comment c'est Loin,2015,177.0,7.2
39082,The Witness,2015,27.0,7.1
39083,Seven Journeys,1947,1.0,5.0
39084,Prey,1977,2.0,5.0
39085,Colossus of the Arena,1962,0.0,0.0
39086,Goliath and the Sins of Babylon,1963,1.0,5.5
39087,Master Stroke,1967,0.0,0.0
39088,Seven Times Seven,1968,0.0,0.0
39089,The Weekend Murders,1970,5.0,6.5
39090,"Stanza 17-17 palazzo delle tasse, ufficio imposte",1971,0.0,0.0
39091,California,1977,4.0,5.3
39092,Hard Sell,2016,13.0,5.6
39093,"Stranger, Say Your Prayers!",1968,0.0,0.0
39094,The Four Who Came to Kill Sartana,1969,0.0,0.0
39095,Savage Guns,1971,2.0,4.8
39096,Ghostbusters,2016,2203.0,5.3
39097,Kung Fu Mahjong,2005,5.0,5.5
39098,Henry Gamble's Birthday Party,2015,20.0,5.6
39099,You and I,2011,18.0,4.9
39100,Fatal Contact,2006,10.0,5.8
39101,The Caretaker,2008,4.0,3.5
39102,The Condemned 2,2015,31.0,4.1
39103,Car Trouble,1986,0.0,0.0
39104,Truckfighters,2011,1.0,10.0
39105,Café. Waiting. Love,2014,19.0,6.3
39106,Confession,2014,4.0,8.8
39107,Multiple Maniacs,1970,20.0,6.1
39108,Cell,2016,325.0,4.4
39109,Gridlocked,2016,42.0,5.2
39110,Sorceress,1995,10.0,4.2
39111,Route 181: Fragments of a Journey in Palestine-Israel,2004,1.0,8.0
39112,Shadow Run,1998,1.0,7.0
39113,Nasty Habits,1977,0.0,0.0
39114,A Dragon Arrives!,2016,6.0,3.9
39115,Into Pitch Black,2000,10.0,4.8
39116,Doomsdays,2013,3.0,5.7
39117,Sonja and the Bull,2012,7.0,4.9
39118,Junkers Come Here,1995,2.0,7.0
39119,Miss Julie,2011,4.0,5.8
39120,Hitler - Never Heard of Him,1963,2.0,8.5
39121,The Funhouse Massacre,2015,30.0,5.8
39122,Girl in Woods,2016,10.0,4.8
39123,The Corpse of Anna Fritz,2015,52.0,6.1
39124,Mythica: The Necromancer,2015,27.0,5.5
39125,Complete Unknown,2016,47.0,4.9
39126,Kobe Bryant's Muse,2015,6.0,7.7
39127,Angels One Five,1952,13.0,5.8
39128,Hidden Away,2014,26.0,7.6
39129,The Neanderthal Man,1953,6.0,4.3
39130,The Hero of Color City,2014,4.0,6.3
39131,Bang Gang (A Modern Love Story),2015,99.0,4.3
39132,Intruders,1992,2.0,6.5
39133,Brigada criminal,1950,1.0,5.0
39134,The Asian Connection,2016,13.0,4.1
39135,Vares: Gambling Chip,2012,7.0,5.7
39136,Vares: Tango of Darkness,2012,7.0,6.1
39137,Vares - The Girls of April,2011,11.0,5.3
39138,Garter Snake,2011,10.0,5.7
39139,Oldboys,2009,7.0,5.4
39140,The Art of Organized Noize,2016,5.0,8.0
39141,Gangnam Blues,2015,18.0,6.9
39142,Blackway,2015,79.0,4.9
39143,To Catch a Killer,1992,13.0,5.7
39144,Identicals,2015,13.0,4.1
39145,Adam Green's Aladdin,2016,2.0,6.5
39146,The Hive,2008,5.0,4.2
39147,No Man's Woman,1955,5.0,4.3
39148,Like Crazy,2016,187.0,7.3
39149,Styria,2013,8.0,5.1
39150,Life Feels Good,2013,23.0,7.5
39151,Fasten Your Seatbelts,2014,52.0,6.8
39152,The Resurrection of Jake the Snake,2015,17.0,7.6
39153,Conseil de famille,1986,2.0,3.0
39154,Womanlight,1979,2.0,6.5
39155,The Secret of Nikola Tesla,1980,10.0,6.6
39156,Double Identity,2009,18.0,5.3
39157,Invasion of the Saucer-Men,1957,10.0,5.2
39158,Future Kick,1991,2.0,5.5
39159,Killers on Parade,1961,2.0,5.8
39160,What Now? Remind Me,2013,2.0,5.0
39161,The Bengali Night,1988,0.0,0.0
39162,The Kingdom of Diamonds,1980,5.0,6.9
39163,Robbery,2015,9.0,6.6
39164,Be Somebody,2016,34.0,6.6
39165,Stockholm,2013,20.0,6.9
39166,Will You Still Love Me Tomorrow?,2013,4.0,6.4
39167,Night World,1932,6.0,8.2
39168,Fixing Frank,2002,2.0,6.0
39169,Essaye-moi,2006,12.0,5.8
39170,Fratricide,2005,3.0,6.0
39171,Central Intelligence,2016,1699.0,6.2
39172,Aarakshan,2011,11.0,5.6
39173,Abhijan,1962,5.0,8.0
39174,Chakravyuh,2012,3.0,4.8
39175,Dasvidaniya,2008,6.0,7.0
39176,Do Dooni Chaar,2010,4.0,4.0
39177,Dum Maaro Dum,2011,7.0,5.4
39178,The Three Men of Melita Zganjer,1998,1.0,4.0
39179,Redemption Trail,2013,0.0,0.0
39180,O.J.: Made in America,2016,73.0,8.5
39181,"Mother, May I Sleep with Danger?",2016,15.0,5.4
39182,Curse of the Faceless Man,1958,6.0,5.3
39183,Ragin Cajun Redneck Gators,2013,11.0,3.3
39184,Miami Magma,2011,13.0,4.4
39185,Udta Punjab,2016,32.0,7.4
39186,Unaware,2013,5.0,4.8
39187,Broadway to Cheyenne,1932,0.0,0.0
39188,Parole Girl,1933,2.0,5.0
39189,AC/DC- Let There Be Rock,1980,10.0,7.9
39190,Roots,2016,13.0,7.3
39191,We are Twisted Fucking Sister!,2016,14.0,5.9
39192,The Drummer,2007,4.0,7.5
39193,The Locked Door,1929,2.0,5.8
39194,I Love Hong Kong,2011,6.0,5.9
39195,"The Life and Death of 9413, a Hollywood Extra",1928,9.0,5.4
39196,I Love Hong Kong 2012,2012,2.0,5.0
39197,Clock Cleaners,1937,13.0,7.4
39198,The Band Concert,1935,22.0,7.5
39199,Almost Human,2013,40.0,4.6
39200,Bloodmoon,1997,5.0,7.4
39201,Rise of the Gargoyles,2009,16.0,4.4
39202,Devil Dogs of the Air,1935,2.0,8.0
39203,How to Let Go of the World and Love All the Things Climate Can't Change,2016,2.0,4.0
39204,Mansquito,2005,8.0,4.8
39205,Sicario,1994,4.0,6.6
39206,Suited,2016,2.0,7.0
39207,Swing Fever,1943,0.0,0.0
39208,The Millionaire,1931,1.0,6.0
39209,"The Strange History of Don't Ask, Don't Tell",2011,0.0,0.0
39210,The Time of Your Life,1976,0.0,0.0
39211,Trenchcoat,1983,3.0,5.3
39212,Gayby Baby,2015,12.0,6.0
39213,Makeup Room,2015,0.0,0.0
39214,A Letter to Uncle Boonmee,2009,7.0,6.1
39215,Genius,2016,174.0,6.5
39216,Rags,2012,31.0,5.8
39217,Barrela: Escola de Crimes,1990,0.0,0.0
39218,The Asphalt Kiss,1981,4.0,6.4
39219,El Estudiante,2010,5.0,6.6
39220,Besame Mucho,1987,1.0,6.0
39221,Golden Mouth,1963,0.0,0.0
39222,Mais Uma Vez Amor,2005,0.0,0.0
39223,Fantastic Lies,2016,2.0,4.5
39224,IP5: The Island of Pachyderms,1992,5.0,6.1
39225,Thithi,2015,8.0,7.8
39226,The Wooden Horse,1950,7.0,6.8
39227,Beautiful Mystery,1983,2.0,5.5
39228,Internet Famous,2016,24.0,4.0
39229,Dead Rising: Endgame,2016,56.0,5.0
39230,Header,2006,4.0,5.8
39231,Wild Palms,1993,7.0,5.9
39232,Doc Martin,2001,9.0,5.6
39233,Te3n,2016,23.0,6.8
39234,Jason Bourne,2016,2386.0,5.9
39235,The Maid's Room,2014,4.0,4.8
39236,Catastrophe,1978,1.0,6.0
39237,Ghanchakkar,2013,14.0,4.9
39238,Khichdi: The Movie,2010,3.0,2.7
39239,"LSD: Love, Sex aur Dhokha",2010,9.0,6.6
39240,Mirch,2010,2.0,2.3
39241,Miss Lovely,2012,5.0,5.7
39242,Oye Lucky! Lucky Oye!,2008,18.0,7.1
39243,Phas Gaye Re Obama,2010,14.0,6.2
39244,Saheb Biwi Aur Gangster Returns,2013,6.0,6.6
39245,Shamitabh,2015,18.0,5.8
39246,Stanley Ka Dabba,2011,8.0,6.7
39247,Tere Naal Love Ho Gaya,2012,8.0,5.3
39248,When the Dragon Swallowed the Sun,2010,0.0,0.0
39249,The Snake Brothers,2015,3.0,7.3
39250,The Great Alone,2015,2.0,6.5
39251,Adventures in Babysitting,2016,71.0,7.1
39252,Without Memory,1996,2.0,6.0
39253,Spasms,1983,7.0,5.5
39254,Cries in the Night,1980,7.0,6.3
39255,Thirst,1979,14.0,4.9
39256,Apache Vengeance,1971,3.0,3.7
39257,The Plainsman,1966,0.0,0.0
39258,Hail! Mafia,1965,0.0,0.0
39259,The Winding Stream,2014,5.0,6.8
39260,Dead 7,2016,23.0,4.2
39261,Curious George: A Very Monkey Christmas,2009,1.0,7.0
39262,The Trail of Blood,1972,0.0,0.0
39263,Sympathy for the Underdog,1971,7.0,6.6
39264,Soundless,2004,9.0,6.5
39265,Underworld Beauty,1958,8.0,5.3
39266,Adult Life Skills,2016,18.0,6.3
39267,Time Again,2011,0.0,0.0
39268,St George's Day,2012,10.0,4.8
39269,Horror Hospital,1973,19.0,4.9
39270,Dope Mania,1987,3.0,4.5
39271,Swallows and Amazons,1974,6.0,7.1
39272,Black November,2012,4.0,6.4
39273,De Palma,2016,33.0,7.3
39274,Raman Raghav 2.0,2016,27.0,7.1
39275,Septembers of Shiraz,2015,26.0,5.7
39276,Minimalism: A Documentary About the Important Things,2015,53.0,6.7
39277,Drag Becomes Him,2015,1.0,8.0
39278,The Legend of Tarzan,2016,2488.0,5.5
39279,The Purge: Election Year,2016,1356.0,6.1
39280,Mike and Dave Need Wedding Dates,2016,901.0,5.9
39281,Ice Age: Collision Course,2016,1170.0,5.6
39282,Lights Out,2016,1174.0,6.3
39283,Pete's Dragon,2016,697.0,6.2
39284,Mythica: The Iron Crown,2016,14.0,5.9
39285,Detective K: Secret of the Lost Island,2015,6.0,7.5
39286,The Duel,2016,82.0,5.5
39287,Memory Run,1995,1.0,4.5
39288,No Stranger Than Love,2015,22.0,4.5
39289,Boom Bust Boom,2016,2.0,6.5
39290,Survive and Advance,2013,2.0,10.0
39291,Les Tuche 2: Le rêve américain,2016,239.0,5.7
39292,The Mutilator,1985,16.0,5.7
39293,The Demolitionist,1995,6.0,5.3
39294,The Hatter's Ghost,1982,8.0,5.8
39295,Boot Hill,1969,23.0,5.7
39296,I'm for the Hippopotamus,1979,104.0,6.2
39297,Big Man - A Policy for Hell,1988,0.0,0.0
39298,Big Man - An Unusual Insurance,1988,0.0,0.0
39299,The Throne,2015,17.0,6.7
39300,A Field Full of Secrets,2014,1.0,4.0
39301,Indignation,2016,69.0,6.8
39302,Goat,2016,50.0,5.3
39303,Black Mountain Side,2014,31.0,4.9
39304,La Chance de ma vie,2011,79.0,5.6
39305,Hide and Seek,2013,19.0,6.7
39306,Tallulah,2016,203.0,6.8
39307,Dobbiamo parlare,2015,17.0,5.6
39308,The Last Will Be the Last,2015,43.0,6.6
39309,First Light,2015,8.0,5.7
39310,Le nozze di Laura,2015,1.0,1.0
39311,Don't Be Bad,2015,181.0,7.8
39312,Storie sospese,2015,5.0,5.0
39313,The ReZort,2016,87.0,5.5
39314,The Phenom,2016,24.0,5.6
39315,The Trench,1999,12.0,5.6
39316,Palio,2015,9.0,7.9
39317,Marauders,2016,148.0,5.9
39318,The Birth of the Tramp,2013,5.0,7.0
39319,From A to B,2015,5.0,7.8
39320,Jeremiah,1998,9.0,5.4
39321,The Father's Love,2014,0.0,0.0
39322,Patterns of Evidence: The Exodus,2015,3.0,8.3
39323,Solomon,1997,6.0,6.3
39324,Steel Cold Winter,2013,6.0,6.6
39325,Carnage Park,2016,33.0,5.6
39326,Dragons: A Fantasy Made Real,2004,5.0,7.1
39327,The Nightmare,2015,26.0,6.3
39328,The Blue Hour,2015,10.0,6.6
39329,Absolutely Fabulous: The Movie,2016,86.0,5.3
39330,Candy Stripers,2006,7.0,4.1
39331,Manhole,2014,12.0,6.4
39332,Piper,2016,487.0,8.2
39333,Exhibit A,2007,11.0,5.1
39334,She's Beautiful When She's Angry,2014,14.0,7.8
39335,They Will Have to Kill Us First,2015,1.0,5.0
39336,Fastball,2016,15.0,7.0
39337,Pond Hockey,2008,0.0,0.0
39338,The Adderall Diaries,2016,47.0,5.1
39339,The Good Life,2008,4.0,7.0
39340,21 Days,2014,3.0,4.7
39341,Action in Arabia,1944,1.0,6.0
39342,Catalina Caper,1967,5.0,2.3
39343,The Pace That Kills,1935,4.0,2.8
39344,Cowboy Canteen,1944,0.0,0.0
39345,Cowboy Cavalier,1948,0.0,0.0
39346,Destry,1954,10.0,4.7
39347,Heart Like a Hand Grenade,2015,1.0,6.0
39348,The Antwerp Dolls,2015,4.0,5.5
39349,Fair Game,1986,9.0,5.8
39350,Traded,2016,17.0,4.8
39351,Home in Oklahoma,1946,0.0,0.0
39352,It Always Rains on Sunday,1947,7.0,6.8
39353,Judge Hardy and Son,1939,2.0,6.3
39354,Lafayette Escadrille,1958,1.0,5.0
39355,Night Train,2008,5.0,6.9
39356,Springtime in the Sierras,1947,1.0,4.0
39357,Quarantine L.A.,2013,11.0,4.0
39358,The Asylum,2013,3.0,3.7
39359,The Avenging Eagle,1978,5.0,6.4
39360,The Beach Boys: An American Band,1985,1.0,8.0
39361,The Bronze Buckaroo,1939,0.0,0.0
39362,The Desert Song,1943,1.0,6.0
39363,The Desert Song,1929,0.0,0.0
39364,The Journey,2014,3.0,7.7
39365,Sancharram,2004,3.0,5.3
39366,The Journey,1997,0.0,0.0
39367,Die Reise,1986,1.0,5.0
39368,The Journey,2001,2.0,5.3
39369,The Remarkable Mr. Pennypacker,1959,0.0,0.0
39370,W.A.R.: Women Against Rape,1987,1.0,4.0
39371,Atomic War Bride,1960,2.0,5.0
39372,¡Por mis... pistolas!,1968,3.0,5.0
39373,El profe,1971,4.0,5.5
39374,"No eres tú, soy yo",2010,13.0,5.8
39375,Hazard,2005,5.0,7.4
39376,Into a Dream,2005,2.0,6.0
39377,The Wildman of Kentucky: The Mystery of Panther Rock,2008,0.0,0.0
39378,Young Dragons: Kung Fu Kids II,1986,1.0,6.0
39379,Lifeline,2016,0.0,0.0
39380,Disney's American Legends,2001,2.0,6.3
39381,The Red Turtle,2016,241.0,7.6
39382,Au revoir l'été,2013,3.0,8.3
39383,Hospitalité,2010,3.0,6.3
39384,Symptoms,1974,9.0,5.8
39385,The Dog Lover,2016,6.0,5.3
39386,Notes on Blindness,2016,15.0,7.5
39387,La vida alrededor,1959,1.0,5.0
39388,Mickey Mouse in Vietnam,1968,7.0,5.1
39389,Escalation,1968,0.0,0.0
39390,Satanic,2016,102.0,4.0
39391,"Life, Animated",2016,49.0,7.9
39392,The Innocents,2016,87.0,7.1
39393,The Kind Words,2015,1.0,5.0
39394,Eat that Question: Frank Zappa in His Own Words,2016,3.0,8.3
39395,Three,2016,19.0,5.8
39396,Argentina,2015,2.0,3.3
39397,Presenting Princess Shaw,2016,3.0,6.7
39398,He Who Must Die,1957,5.0,4.5
39399,"Right Now, Wrong Then",2015,19.0,7.6
39400,Distracted,1970,18.0,5.8
39401,Fittest On Earth (The Story Of The 2015 Reebok CrossFit Games),2016,8.0,7.8
39402,Porta dos Fundos: Contrato Vitalício,2016,19.0,4.3
39403,El señor doctor,1965,4.0,5.6
39404,Don Quijote cabalga de nuevo,1973,3.0,5.2
39405,El ministro y yo,1977,1.0,6.0
39406,El patrullero 777,1978,2.0,7.0
39407,El barrendero,1982,5.0,6.5
39408,The Rolling Stones Rock and Roll Circus,1996,10.0,7.4
39409,Nerve,2016,2262.0,7.1
39410,Code of Honor,2016,17.0,4.1
39411,Moonfire,1973,0.0,0.0
39412,Rabbit's Moon,1971,10.0,7.0
39413,Puce Moment,1949,11.0,6.5
39414,You're Human Like the Rest of Them,1967,0.0,0.0
39415,Unfair!,1970,0.0,0.0
39416,Paradigm,1969,0.0,0.0
39417,On Reflection: B.S. Johnson on Dr. Samuel Johnson,1972,0.0,0.0
39418,Fat Man on a Beach,1973,1.0,6.5
39419,The Seashell and the Clergyman,1928,10.0,7.3
39420,Hellevator,2004,18.0,5.2
39421,Sully,2016,2106.0,7.0
39422,Slack Bay,2016,68.0,5.7
39423,The Son of Joseph,2016,4.0,6.5
39424,The Demons,2015,9.0,6.4
39425,The Student,2016,25.0,6.3
39426,It's Only the End of the World,2016,411.0,7.3
39427,Aloys,2016,15.0,7.7
39428,The Forbidden Dance,1990,7.0,2.9
39429,Skinheads,1989,2.0,2.0
39430,Final Justice,1985,6.0,1.3
39431,Wacko,1982,5.0,5.4
39432,The Return,1980,3.0,2.3
39433,Black Shampoo,1976,4.0,6.3
39434,The Bad Bunch,1973,2.0,6.5
39435,The Portal,2014,6.0,7.3
39436,Jim Jefferies: Freedumb,2016,26.0,7.8
39437,Dirty Lies,2016,3.0,6.7
39438,Till Luck Do Us Part,2012,51.0,6.4
39439,Crazy Eyes,2012,5.0,4.3
39440,The Grandmother,1970,32.0,7.2
39441,Sultan,2016,71.0,7.0
39442,La caliente niña Julietta,1981,0.0,0.0
39443,The Ordeal of Patty Hearst,1979,0.0,0.0
39444,The House of Light,1969,0.0,0.0
39445,51 Degrees North,2015,1.0,4.0
39446,Webmaster,1998,9.0,5.0
39447,Charlie,2015,10.0,7.4
39448,Cartola - Música Para os Olhos,2007,0.0,0.0
39449,The Miki Howard Story,2016,1.0,5.0
39450,The Devil Strikes at Night,1957,4.0,6.8
39451,The Sons of Great Bear,1966,1.0,5.0
39452,One Day Like Rain,2007,3.0,4.7
39453,Here,2011,9.0,6.3
39454,Goldstone,2016,21.0,6.4
39455,Up for Love,2016,199.0,6.0
39456,Irène,2002,6.0,6.9
39457,The Benefactor,2015,102.0,4.7
39458,Countdown,2016,18.0,5.0
39459,Dead Sea,2014,8.0,2.4
39460,"10,000 Black Men Named George",2002,0.0,0.0
39461,Lake Eerie,2016,28.0,3.4
39462,La nostra terra,2014,4.0,6.0
39463,The Last King,2016,47.0,5.2
39464,The Fury of the Wolf Man,1972,3.0,6.7
39465,The Sound and the Shadow,2014,0.0,0.0
39466,My Friend Rockefeller,2015,9.0,6.2
39467,Gypsies Are Found Near Heaven,1976,5.0,7.0
39468,Califórnia,2015,11.0,7.7
39469,Nil Battey Sannata,2016,8.0,6.8
39470,The Married Couple of the Year Two,1971,11.0,5.8
39471,Prince of Broadway,2008,3.0,6.7
39472,Rolling Papers,2015,3.0,6.3
39473,Kismat Konnection,2008,17.0,5.0
39474,Bitcoin: The End of Money as We Know It,2015,13.0,6.6
39475,The Irish Pub,2013,5.0,8.6
39476,Alice in Wonderland,1903,20.0,6.1
39477,Twenty Years Later,1984,3.0,7.0
39478,"You, Me and Him",2007,8.0,5.6
39479,Fender Bender,2016,33.0,5.0
39480,Tale About the Cat and the Moon,1997,3.0,7.0
39481,The King of the Kickboxers,1990,15.0,5.9
39482,The Emperor in August,2015,5.0,7.0
39483,The Infiltrator,2016,592.0,6.6
39484,Israel: Birth of a Nation,1995,1.0,4.0
39485,War Dogs,2016,1392.0,6.8
39486,After the Wall: A World United,2011,0.0,0.0
39487,Homme Less,2015,1.0,7.0
39488,Reality XL,2012,0.0,0.0
39489,Double Daddy,2015,8.0,4.9
39490,KidPoker,2015,4.0,7.0
39491,Electoral Dysfunction,2012,0.0,0.0
39492,The Book of Daniel,2013,5.0,6.0
39493,"Jia Zhangke, A Guy from Fenyang",2014,0.0,0.0
39494,Boys on the Run,2010,6.0,5.4
39495,Sunspring,2016,7.0,6.6
39496,Friday,2016,11.0,6.0
39497,Mono,2016,19.0,4.7
39498,Living in the Age of Airplanes,2015,3.0,7.3
39499,The Lost Valentine,2011,29.0,7.2
39500,Back in the Day,2016,97.0,2.8
39501,Winds,2013,2.0,4.8
39502,Undrafted,2016,10.0,7.2
39503,Zombie Nightmare,1987,19.0,3.5
39504,Outlaws and Angels,2016,29.0,5.3
39505,Brahman Naman,2016,10.0,5.8
39506,To Steal from a Thief,2016,103.0,6.1
39507,A Beautiful Planet,2016,12.0,6.3
39508,Helix,2015,10.0,4.9
39509,Collective Invention,2015,8.0,5.8
39510,Daniel Tosh: People Pleaser,2016,2.0,4.0
39511,Curse of the Crimson Altar,1968,12.0,5.2
39512,These Birds Walk,2013,4.0,8.5
39513,Un grand cri d'amour,1998,1.0,7.0
39514,We Will All Meet in Paradise,1977,10.0,6.5
39515,The Man in the Wall,2015,0.0,0.0
39516,Our RoboCop Remake,2014,7.0,6.6
39517,Abraham Lincoln vs. Zombies,2012,45.0,4.2
39518,The Iceman: Confessions of a Mafia Hitman,2001,8.0,7.3
39519,A Bullet for Sandoval,1969,0.0,0.0
39520,Adam,1983,1.0,0.0
39521,Adam,1992,5.0,6.0
39522,Forbidden Ground,2013,28.0,5.9
39523,The Blood of Jesus,1941,1.0,5.0
39524,Crash Landing,2006,7.0,4.7
39525,Dirty Gertie from Harlem U.S.A.,1946,1.0,5.0
39526,Hate for Hate,1967,0.0,0.0
39527,In Pursuit of Honor,1995,4.0,6.3
39528,Looking: The Movie,2016,70.0,7.1
39529,Love in the Rough,1930,1.0,0.0
39530,No More Excuses,1968,1.0,5.0
39531,Quantrill's Raiders,1958,2.0,4.5
39532,Rampage,1986,2.0,6.0
39533,Red Sun,1970,5.0,6.5
39534,Something for a Lonely Man,1968,2.0,6.5
39535,The Immortals,1974,2.0,7.5
39536,Films to Keep You Awake: Spectre,2006,9.0,5.6
39537,The Florodora Girl,1930,1.0,0.0
39538,The Green Inferno,1988,4.0,4.3
39539,Kiuleandra,1985,3.0,7.7
39540,Veiled Aristocrats,1932,0.0,0.0
39541,Victor Young Perez,2013,4.0,5.3
39542,Emma's Chance,2016,24.0,5.4
39543,The Prey,2016,1.0,0.0
39544,Cyborg X,2016,13.0,4.6
39545,Vigilante Diaries,2016,27.0,4.7
39546,The Iron Ivan,2014,14.0,6.2
39547,The Adversary,1970,5.0,7.7
39548,Encounters in the Deep,1979,0.0,0.0
39549,Ghostheads,2016,8.0,6.4
39550,Traders,2016,19.0,6.2
39551,On the Brain,2016,4.0,4.0
39552,Night of the Sharks,1989,1.0,3.0
39553,Can't You Hear the Wind Howl? The Life & Music of Robert Johnson,1998,1.0,7.5
39554,Us Two,1979,2.0,9.0
39555,Rebirth,2016,38.0,5.0
39556,Ozzie,2006,2.0,5.0
39557,The Sporting Club,1971,0.0,0.0
39558,An Episode in the Life of an Iron Picker,2013,7.0,7.3
39559,Black,2015,33.0,6.4
39560,Dear Eleanor,2016,25.0,6.2
39561,The Great Martian War 1913 - 1917,2013,4.0,6.5
39562,I Am Belfast,2016,4.0,7.5
39563,Tony Robbins: I Am Not Your Guru,2016,23.0,6.6
39564,Author: The JT LeRoy Story,2016,9.0,6.2
39565,The New Kid,2015,64.0,5.9
39566,Schmitke,2014,0.0,0.0
39567,The Man with the Carnation,1980,0.0,0.0
39568,The Mirage,2015,8.0,5.5
39569,Walt Before Mickey,2015,63.0,6.4
39570,The Love Witch,2016,73.0,5.9
39571,Batman: The Killing Joke,2016,485.0,6.2
39572,Le Mataf,1973,0.0,0.0
39573,Lights of New York,1928,3.0,5.7
39574,American Juggalo,2011,2.0,7.0
39575,Oxyana,2013,7.0,6.2
39576,The Presence,2014,15.0,3.9
39577,Old Ironsides,1926,1.0,5.0
39578,The Vanishing Legion,1931,0.0,0.0
39579,The Emperor's Nightingale,1949,2.0,4.0
39580,Isle of the Snake People,1971,2.0,1.8
39581,That Girl in Yellow Boots,2010,6.0,6.1
39582,The Bloody Judge,1970,5.0,6.4
39583,The Torture Chamber of Dr. Sadism,1967,12.0,6.3
39584,Circus of Fear,1966,7.0,5.1
39585,Albino,1976,2.0,4.0
39586,Once Upon a Spy,1980,6.0,5.5
39587,Nutcracker Fantasy,1979,1.0,8.0
39588,The Far Pavilions,1984,1.0,10.0
39589,Around the World in 80 Days,1989,21.0,6.2
