,title,crew,return,release_date,release_year,budget,revenue
34013,Who Killed Cock Robin?,['David Hand'],0.0,1935-06-28,1935,27715,0.0
34014,The Flying Mouse,['David Hand'],0.0,1934-07-14,1934,31386,0.0
34015,The Mad Doctor,['David Hand'],0.0,1933-01-21,1933,0,0.0
34016,Building a Building,['David Hand'],0.0,1933-01-07,1933,0,0.0
34017,The Forgotten Ones,['Jörg Ihle'],0.0,2008-11-08,2008,0,0.0
34018,Arena,['Richard Fleischer'],0.0,1953-06-24,1953,0,0.0
34019,Balto III: Wings of Change,['Phil Weinstein'],0.0,2004-04-14,2004,0,0.0
34020,Bear,['Roel Reiné'],0.0,2010-01-01,2010,0,0.0
34021,Bigfoot,['Kevin Tenney'],0.0,2008-01-01,2008,0,0.0
34022,Bigfoot,['Robert F. Slatzer'],0.0,1970-10-21,1970,0,0.0
34023,Crescendo,['Alan Gibson'],0.0,1970-06-07,1970,0,0.0
34024,Million Dollar Crocodile,['Lin Li-Sheng'],0.0,2012-06-08,2012,4700000,0.0
34025,Deep in the Darkness,['Colin Theys'],0.0,2014-04-29,2014,0,0.0
34026,Dysfunctional Friends,['Corey Grant'],0.0,2012-02-03,2012,1800000,0.0
34027,Films of Fury: The Kung Fu Movie Movie,"['Andrew Corvey', 'Andrew W. Robinson']",0.0,2011-01-01,2011,0,0.0
34028,Give Us This Day,['Edward Dmytryk'],0.0,1949-10-14,1949,0,0.0
34029,Mommy,['Max Allan Collins'],0.0,1995-11-28,1995,0,0.0
34030,Monster Dog,['Claudio Fragasso'],0.0,1984-01-01,1984,0,0.0
34031,Needle,['John V. Soto'],0.0,2010-06-04,2010,3500000,0.0
34032,Nowitzki: The Perfect Shot,['Sebastian Dehnhardt'],0.0,2014-09-18,2014,0,0.0
34033,Octopus,['John Eyres'],0.0,2000-09-21,2000,0,0.0
34034,Safelight,['Tony Aloupis'],0.0,2015-04-17,2015,0,0.0
34035,Sci-fighters,['Peter Svatek'],0.0,1996-12-30,1996,0,0.0
34036,Strictly Business,['Kevin Hooks'],0.0,1991-11-08,1991,0,7683267.0
34037,The Chinese Boxer,['Jimmy Wang Yu'],0.0,1970-11-26,1970,0,0.0
34038,The Diplomat,['Peter Andrikidis'],0.0,2009-01-11,2009,0,0.0
34039,The Sound And The Fury,['James Franco'],0.0,2015-10-23,2015,0,0.0
34040,The Trail of '98,['Clarence Brown'],0.0,1928-03-20,1928,0,0.0
34041,Twice Upon a Time,['Antoine de Caunes'],0.0,2006-11-08,2006,0,0.0
34042,Uncertain Glory,['Raoul Walsh'],0.0,1944-01-01,1944,0,0.0
34043,Where the Spies Are,['Val Guest'],0.0,1966-01-26,1966,0,0.0
34044,Why Horror?,"['Nicolas Kleiman', 'Rob Lindsay']",0.0,2014-10-03,2014,0,0.0
34045,Now Add Honey,['Wayne Hope'],0.0,2015-11-05,2015,0,0.0
34046,Yearning,['Mikio Naruse'],0.0,1964-01-15,1964,0,0.0
34047,Balibo,['Robert Connolly'],0.0,2009-07-21,2009,0,0.0
34048,Body Count,['Ruggero Deodato'],0.0,1987-05-14,1987,0,0.0
34049,The Concorde Affair,['Ruggero Deodato'],0.0,1979-03-23,1979,0,0.0
34050,The Crow's Nest,['Arturo Menéndez'],0.0,2014-10-04,2014,0,0.0
34051,Berkshire County,['Audrey Cummings'],0.0,2014-10-05,2014,0,0.0
34052,Johan Falk: De 107 patrioterna,['Anders Nilsson'],0.0,2012-10-09,2012,0,0.0
34053,The Triangle,['Lewis Teague'],0.0,2001-08-13,2001,0,0.0
34054,The Absent One,['Mikkel Nørgaard'],0.0,2014-10-02,2014,0,0.0
34055,Forever,['Tatia Pilieva'],0.0,2015-10-27,2015,0,0.0
34056,Artificial Paradises,['Marcos Prado'],0.0,2012-05-04,2012,0,0.0
34057,Lust of the Vampire,"['Mario Bava', 'Riccardo Freda']",0.0,1957-04-05,1957,0,0.0
34058,Erik the Conqueror,['Mario Bava'],0.0,1961-12-07,1961,0,0.0
34059,Four Times That Night,['Mario Bava'],0.0,1972-04-15,1972,0,0.0
34060,The House of Exorcism,"['Mario Bava', 'Alfredo Leone']",0.0,1975-04-02,1975,0,0.0
34061,Knives of the Avenger,['Mario Bava'],0.0,1966-05-30,1966,0,0.0
34062,Gunman Called Nebraska,"['Mario Bava', 'Antonio Román']",0.0,1966-03-18,1966,0,0.0
34063,The Road to Fort Alamo,['Mario Bava'],0.0,1964-10-24,1964,0,0.0
34064,One Night at Dinner,['Giuseppe Patroni Griffi'],0.0,1969-04-13,1969,0,0.0
34065,Trumbo,['Jay Roach'],0.55,2015-10-27,2015,15000000,8235661.0
34066,Panic Button,['George Sherman'],0.0,1964-04-10,1964,0,0.0
34067,Two Sons of Ringo,"['Giorgio Simonelli', 'Giuliano Carnimeo']",0.0,1967-05-18,1967,0,0.0
34068,The Moment to Kill,['Giuliano Carnimeo'],0.0,1968-08-04,1968,0,0.0
34069,Deep West,['Giuliano Carnimeo'],0.0,1971-04-08,1971,0,0.0
34070,A Bullet for a Stranger,['Giuliano Carnimeo'],0.0,1971-09-23,1971,0,0.0
34071,The Return of Halleluja,['Giuliano Carnimeo'],0.0,1972-08-30,1972,0,0.0
34072,"Holy God, Here Comes the Passatore!",['Giuliano Carnimeo'],0.0,1973-01-18,1973,0,0.0
34073,In the West There Was a Man Named Invincible,['Giuliano Carnimeo'],0.0,1973-05-03,1973,0,0.0
34074,The Crazy Bunch,['Giuliano Carnimeo'],0.0,1974-04-27,1974,0,0.0
34075,Poker In Bed,['Giuliano Carnimeo'],0.0,1974-08-14,1974,0,0.0
34076,Exterminators of the Year 3000,['Giuliano Carnimeo'],0.0,1983-08-13,1983,0,606694.0
34077,All Hallows' Eve,['Damien Leone'],0.0,2013-10-29,2013,0,0.0
34078,Great Transport,['Veljko Bulajić'],0.0,1983-07-04,1983,0,0.0
34079,City on Fire,['Alvin Rakoff'],0.0,1979-07-11,1979,0,0.0
34080,The Greek Tycoon,['J. Lee Thompson'],0.0,1978-05-12,1978,0,0.0
34081,The Comedy Man,['Alvin Rakoff'],0.0,1964-09-03,1964,0,0.0
34082,Haze,['Shinya Tsukamoto'],0.0,2005-01-01,2005,0,0.0
34083,Billboard Dad,['Alan Metter'],0.0,1998-02-06,1998,0,0.0
34084,Our Lips Are Sealed,['Craig Shapiro'],0.0,2000-05-18,2000,0,0.0
34085,The Challenge,['Craig Shapiro'],0.0,2003-01-24,2003,0,0.0
34086,Delhi Safari,['Nikhil Advani'],0.0,2012-10-19,2012,0,0.0
34087,Yolngu Boy,[],0.0,2001-03-22,2001,0,671.0
34088,The Land of Smiles,['Heikki Häkkinen'],0.0,2015-04-17,2015,0,0.0
34089,Foodies,"['Thomas Jackson', 'Charlotte Landelius', 'Henrik Stockare']",0.0,2014-05-23,2014,0,0.0
34090,24 Days,['Alexandre Arcady'],0.0,2014-04-30,2014,0,0.0
34091,Ghosts of Ole Miss,['Fritz Mitchell'],0.0,2012-10-30,2012,0,0.0
34092,Long Weekend,['Jamie Blanks'],0.0,2009-08-14,2009,0,0.0
34093,Hollywood Hong Kong,['Fruit Chan'],0.0,2001-09-02,2001,0,0.0
34094,Marguerite,['Xavier Giannoli'],0.0,2015-09-16,2015,0,497323.0
34095,Rubberneck,['Alex Karpovsky'],0.0,2013-02-22,2013,0,0.0
34096,Lake Placid 2,['David Flores'],0.0,2007-04-28,2007,0,0.0
34097,Lake Placid 3,['Griff Furst'],0.0,2010-08-21,2010,2500000,0.0
34098,Lake Placid: The Final Chapter,['Don Michael Paul'],0.0,2012-09-29,2012,0,0.0
34099,Getting Away with It the Italian Way,['Lucio Fulci'],0.0,1962-05-04,1962,0,0.0
34100,I due della legione,['Lucio Fulci'],0.0,1962-08-16,1962,0,0.0
34101,The Strange Type,['Lucio Fulci'],0.0,1963-02-28,1963,0,0.0
34102,Massacre Time,['Lucio Fulci'],0.0,1966-08-10,1966,0,0.0
34103,The Eroticist,['Lucio Fulci'],0.0,1972-03-16,1972,0,0.0
34104,The Devil's Honey,['Lucio Fulci'],0.0,1986-08-14,1986,0,0.0
34105,Aenigma,['Lucio Fulci'],0.0,1987-11-09,1987,0,0.0
34106,Sodoma's Ghost,['Lucio Fulci'],0.0,1988-01-01,1988,0,0.0
34107,Murder-Rock: Dancing Death,['Lucio Fulci'],0.0,1984-01-01,1984,0,0.0
34108,Touch of Death,['Lucio Fulci'],0.0,1988-01-01,1988,0,0.0
34109,The Psychic,['Lucio Fulci'],0.0,1977-08-10,1977,0,0.0
34110,They Died with Their Boots On,['Lucio Fulci'],0.0,1978-04-20,1978,0,0.0
34111,Demonia,['Lucio Fulci'],0.0,1990-10-01,1990,0,0.0
34112,Kabukicho Love Hotel,['Ryuichi Hiroki'],0.0,2014-09-07,2014,0,0.0
34113,My Man,['Kazuyoshi Kumakiri '],0.0,2014-06-14,2014,0,0.0
34114,Night Slaves,['Ted Post'],0.0,1970-09-29,1970,0,0.0
34115,La buca,['Daniele Ciprì'],0.0,2014-09-25,2014,0,0.0
34116,Soldier of God,['W.D. Hogan'],0.0,2005-01-01,2005,0,0.0
34117,Lovemilla,['Teemu Nikki'],0.0,2015-02-06,2015,0,0.0
34118,"Teodora, Slave Empress",['Riccardo Freda'],0.0,1954-07-02,1954,0,0.0
34119,Samson and the Seven Miracles of the World,['Riccardo Freda'],0.0,1961-10-31,1961,0,0.0
34120,The Witch's Curse,['Riccardo Freda'],0.0,1962-04-11,1962,0,0.0
34121,Double Face,['Riccardo Freda'],0.0,1969-07-04,1969,0,0.0
34122,Les Misérables,['Riccardo Freda'],0.0,1948-01-21,1948,0,0.0
34123,Django Kills Softly,['Massimo Pupillo'],0.0,1967-04-29,1967,0,0.0
34124,3 Avengers,['Gianfranco Parolini'],0.0,1964-11-26,1964,0,0.0
34125,The Day the Sky Exploded,['Paolo Heusch'],0.0,1958-09-04,1958,0,0.0
34126,Werewolf In A Girls' Dormitory,['Paolo Heusch'],0.0,1961-01-01,1961,0,0.0
34127,Idaho Transfer,['Peter Fonda'],0.0,1973-06-15,1973,0,0.0
34128,Divorce Corp.,['Joe Sorge'],0.0,2014-01-10,2014,0,0.0
34129,War of the Buttons,['Yann Samuell'],0.0,2011-09-12,2011,0,0.0
34130,War of the Buttons,['Christophe Barratier'],0.0,2011-09-20,2011,0,0.0
34131,Killer Crush,['Anthony Lefresne'],0.0,2015-04-04,2015,0,0.0
34132,Reluctant Witness,['Monika Mitchell'],0.0,2015-09-02,2015,0,0.0
34133,I Believe in Unicorns,['Leah Meyerhoff'],0.0,2014-03-09,2014,0,0.0
34134,Letters from the Big Man,['Christopher Munch'],0.0,2011-11-11,2011,0,0.0
34135,Paul McCartney Really Is Dead: The Last Testament of George Harrison,['Joel Gilbert'],0.0,2010-09-01,2010,0,0.0
34136,Witch Hunt,['Scott Hartford-Davis'],0.0,1999-05-02,1999,0,0.0
34137,Five Thirteen,['Kader Ayd'],0.0,2013-06-11,2013,0,0.0
34138,The Grief of Others,['Patrick Wang'],0.0,2015-08-26,2015,0,0.0
34139,Huie's Sermon,['Werner Herzog'],0.0,1983-07-07,1983,58000,0.0
34140,Wodaabe: Herdsmen of the Sun,['Werner Herzog'],0.0,1989-01-01,1989,0,0.0
34141,The Dark Glow of the Mountain,['Werner Herzog'],0.0,1985-03-09,1985,62500,0.0
34142,American Warships,['Thunder Levin'],0.0,2012-05-15,2012,0,1000000.0
34143,Cruel & Unusual,['Merlin Dervisevic'],0.0,2014-04-05,2014,0,0.0
34144,"Il ricco, il povero e il maggiordomo","['Aldo Baglio', 'Morgan Bertacca', 'Giacomo Poretti', 'Giovanni Storti']",0.0,2014-12-11,2014,0,0.0
34145,Elephant,['Alan Clarke'],0.0,1989-02-13,1989,0,0.0
34146,Halloween with the New Addams Family,['David Steinmetz'],0.0,1977-10-31,1977,0,0.0
34147,Treevenge,['Jason Eisener'],0.0,2008-07-07,2008,0,0.0
34148,Wolf Warrior,['Wu Jing'],6.67,2015-04-02,2015,12000000,80000000.0
34149,Rubble Kings,['Shan Nicholson'],0.0,2015-06-19,2015,0,0.0
34150,The Seven Magnificent Gladiators,"['Bruno Mattei', 'Claudio Fragasso']",0.0,1983-07-31,1983,0,0.0
34151,Women's Prison Massacre,['Bruno Mattei'],0.0,1983-08-31,1983,0,0.0
34152,Rats: Night of Terror,"['Bruno Mattei', 'Claudio Fragasso']",0.0,1984-08-03,1984,0,0.0
34153,Strike Commando,['Bruno Mattei'],0.0,1987-08-26,1987,0,0.0
34154,Shocking Dark,['Bruno Mattei'],0.0,1990-08-22,1990,0,0.0
34155,Cruel Jaws,['Bruno Mattei'],0.0,1995-05-05,1995,0,0.0
34156,Zombies: The Beginning,['Bruno Mattei'],0.0,2007-05-01,2007,0,0.0
34157,Land of Death,['Bruno Mattei'],0.0,2004-05-20,2004,0,0.0
34158,Libidomania,['Bruno Mattei'],0.0,1979-01-01,1979,0,0.0
34159,The Other Hell,['Bruno Mattei'],0.0,1981-01-22,1981,0,0.0
34160,"Armida, the drama of a bride",['Bruno Mattei'],0.0,1970-02-03,1970,0,0.0
34161,Caligula and Messalina,['Bruno Mattei'],0.0,1981-01-01,1981,0,0.0
34162,Concussion,['Peter Landesman'],1.44,2015-11-12,2015,35000000,50363790.0
34163,The Phoenix Incident,['Keith Arem'],0.0,2015-06-16,2015,1300000,0.0
34164,Committed,['William A. Levey'],0.0,1991-04-18,1991,0,0.0
34165,Der Rest ist Schweigen,['Helmut Käutner'],0.0,1959-07-21,1959,0,0.0
34166,Blind Date,['Joseph Losey'],0.0,1959-08-01,1959,0,0.0
34167,Les quatre vérités,"['Hervé Bromberger', 'René Clair', 'Luis García Berlanga', 'Alessandro Blasetti']",0.0,1962-12-21,1962,0,0.0
34168,The Uninhibited,['Juan Antonio Bardem'],0.0,1965-06-08,1965,0,0.0
34169,Special Section,['Costa-Gavras'],0.0,1975-04-23,1975,0,0.0
34170,To Catch a Spy,['Dick Clement'],0.0,1971-09-06,1971,0,0.0
34171,To Russia... With Elton,"['Dick Clement', 'Ian La Frenais']",0.0,1979-01-01,1979,0,0.0
34172,The Exorcism of Molly Hartley,['Steven R. Monroe'],0.0,2015-10-09,2015,0,0.0
34173,Seven Days Somewhere Else,['Marin Karmitz'],0.0,1969-08-29,1969,0,0.0
34174,Comrades,['Marin Karmitz'],0.0,1970-11-05,1970,0,0.0
34175,United Passions,['Frédéric Auburtin'],0.0,2014-06-19,2014,27000000,0.0
34176,Terror,"['Shyam Ramsay', 'Tulsi Ramsay']",0.0,1981-06-19,1981,0,0.0
34177,Detective K: Secret of the Virtuous Widow,['Kim Suk-Yoon'],0.0,2011-01-27,2011,0,0.0
34178,Killer Tattoo,['Yuthlert Sippapak'],0.0,2001-04-05,2001,0,0.0
34179,Yaji and Kita: The Midnight Pilgrims,['Kankuro Kudo'],0.0,2005-04-02,2005,0,0.0
34180,Young Policemen in Love,['Chu Yen-ping'],0.0,1995-11-01,1995,0,0.0
34181,The Peanuts Movie,['Steve Martino'],2.49,2015-11-05,2015,99000000,246233113.0
34182,Varsham,['Ranjith Sankar'],0.0,2014-11-06,2014,0,0.0
34183,Sandesham,['Sathyan Anthikad'],0.0,1991-02-04,1991,0,0.0
34184,Making a Living,['Henry Lehrman'],0.0,1914-02-02,1914,0,0.0
34185,The Lies of the Victors,['Christoph Hochhäusler'],0.0,2014-10-17,2014,0,0.0
34186,An Autumn's Tale,['Mabel Cheung'],0.0,1987-07-16,1987,0,0.0
34187,Just Once More,['Gunnar Hellström'],0.0,1962-08-27,1962,0,0.0
34188,Bloodsport: The Dark Kumite,['Elvis Restaino'],0.0,1999-03-30,1999,0,0.0
34189,King of the Gypsies,['Frank Pierson'],0.0,1978-12-20,1978,0,0.0
34190,The Haunting of Whaley House,['Jose Prendes'],0.0,2012-07-31,2012,115000,0.0
34191,Am I Beautiful?,['Doris Dörrie'],0.0,1998-09-17,1998,0,0.0
34192,Skinwalker Ranch,['Devin McGinn'],0.0,2013-10-30,2013,0,0.0
34193,The Devil's Needle,['Chester Withey'],0.0,1916-08-12,1916,0,0.0
34194,Children of Eve,['John H. Collins'],0.0,1915-11-10,1915,0,0.0
34195,Jack Frusciante è uscito dal gruppo,['Enza Negroni'],0.0,1996-01-01,1996,0,0.0
34196,Song 'e napule,['Antonio Manetti'],0.0,2013-11-11,2013,0,0.0
34197,Everything You Want,['Ryan Little'],0.0,2005-01-01,2005,0,0.0
34198,The Sun King,['Tomas Villum Jensen'],0.0,2005-02-11,2005,0,0.0
34199,Living It Up,['Norman Taurog'],0.0,1954-07-15,1954,0,0.0
34200,Batkid Begins,['Dana Nachman'],0.0,2015-06-26,2015,0,0.0
34201,Cover Up,['Alfred E. Green'],0.0,1949-02-25,1949,0,0.0
34202,The House That Swift Built,['Mark Zakharov'],0.0,1982-06-06,1982,0,0.0
34203,Formula of Love,['Mark Zakharov'],0.0,1984-01-01,1984,0,0.0
34204,Homebodies,['Larry Yust'],0.0,1974-09-01,1974,0,0.0
34205,"Poor, Poor Pavel",['Vitaly Melnikov'],0.0,2003-06-21,2003,0,0.0
34206,The Last Inch,"['Teodor Vulfovich', 'Nikita Kurikhin']",0.0,1958-05-31,1958,0,0.0
34207,D'Artagnan and Three Musketeers,['Georgi Yungvald-Khilkevich'],0.0,1979-12-25,1979,0,0.0
34208,Antikiller,['Yegor Konchalovsky'],0.07,2002-08-01,2002,5000000,340312.0
34209,High Rollers,['Sergio Corbucci'],0.0,1976-08-12,1976,0,0.0
34210,Cabbages and Kings,['Nikolai Rasheyev '],0.0,1978-06-06,1978,0,0.0
34211,Little Tragedies,['Mikhail Shvejtser'],0.0,1980-06-30,1980,0,0.0
34212,Looking For Lola,['Boaz Davidson'],0.0,1997-12-31,1997,0,0.0
34213,Elder Sister,['Georgi Natanson'],0.0,1966-12-01,1966,0,0.0
34214,The Elder Son,['Vitali Melnikov'],0.0,1975-06-06,1975,0,0.0
34215,OceanWorld 3D,['Jean-Jacques Mantello'],0.0,2009-01-01,2009,8000000,0.0
34216,Once Upon a Time Twenty Years Later,['Yuri Yegorov'],0.0,1981-01-05,1981,0,0.0
34217,A Man from Boulevard des Capucines,['Alla Surikova'],0.0,1987-06-23,1987,0,0.0
34218,The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles,['Igor Maslennikov'],0.0,1981-01-02,1981,0,0.0
34219,Cinderella,"['Nadezhda Kosheverova', 'Mikhail Shapiro']",0.0,1947-11-28,1947,0,0.0
34220,The First Teacher,['Andrei Konchalovsky'],0.0,1965-10-31,1965,0,0.0
34221,Four Winds of Heaven,['Stanislav Rostotsky'],0.0,1962-06-01,1962,0,0.0
34222,31st of June,['Leonid Kvinikhidze'],0.0,1978-11-11,1978,0,0.0
34223,Tears Were Falling,['Georgiy Daneliya'],0.0,1982-01-01,1982,0,0.0
34224,Three Men in a Boat,['Naum Birman'],0.0,1979-06-06,1979,0,0.0
34225,Closed Circuit,['Giuliano Montaldo'],0.0,1978-01-01,1978,0,0.0
34226,The Forty-First,['Yakov Protazanov'],0.0,1927-04-01,1927,0,0.0
34227,A Distant Neighborhood,['Sam Garbarski'],0.0,2010-05-20,2010,18000000,0.0
34228,"Naval Cadets, Charge!",['Svetlana Druzhinina'],0.0,1987-06-06,1987,0,0.0
34229,The Elusive Revengers,['Edmond Keosayan'],0.0,1966-06-06,1966,0,0.0
34230,A Nymphoid Barbarian in Dinosaur Hell,['Brett Piper'],0.0,1990-01-01,1990,40000,0.0
34231,Death Valley,['Dick Richards'],0.0,1982-05-07,1982,0,0.0
34232,Children...,['Lee Kyoo-Man'],0.0,2011-02-17,2011,0,0.0
34233,Classmates,['Aditya Sarpotdar'],0.0,2015-01-16,2015,0,0.0
34234,Lokmanya: Ek Yug Purush,['Om Raut'],0.0,2015-01-02,2015,0,0.0
34235,Sandook,[],0.0,2015-05-21,2015,0,0.0
34236,Baji,[],0.0,2015-02-06,2015,0,0.0
34237,Lai Bhaari,[],0.0,2014-07-11,2014,0,0.0
34238,Rege,[],0.0,2014-08-15,2014,0,0.0
34239,Poshter Boyz,['Samir Patil'],0.0,2014-08-01,2014,0,0.0
34240,Duniyadari,[],0.0,2014-07-19,2014,390000,3.0
34241,Premachi Goshta,['Satish Rajwade'],0.0,2013-02-01,2013,0,0.0
34242,Time Please,['Sameer Vidwans'],0.0,2013-07-26,2013,0,0.0
34243,Zapatlela 2,['Mahesh Kothare'],0.0,2013-06-07,2013,0,0.0
34244,Prem Mhanje Prem Mhanje Prem Asta,[],0.0,2013-12-21,2013,0,0.0
34245,Shikshanachya Aaicha Gho,['Mahesh Manjrekar'],1.37,2010-01-15,2010,380000,520000.0
34246,Kshanbhar Vishranti,[],0.0,2010-04-09,2010,0,0.0
34247,Agadbam,['Satish Motling'],0.0,2010-10-08,2010,0,0.0
34248,Zenda,['Avadhoot Gupte'],0.0,2009-01-08,2009,0,0.0
34249,Be Dune Saade Char,[],0.0,2009-01-01,2009,0,0.0
34250,Gaiir,[],0.0,2009-11-06,2009,0,0.0
34251,The Wild Bull,['Umesh Vinayak Kulkarni'],0.0,2008-01-01,2008,0,0.0
34252,Zabardast,[],0.0,2007-05-18,2007,0,0.0
34253,Jatra: Hyalagaad Re Tyalagaad,[],0.0,2006-01-01,2006,0,0.0
34254,Hee Porgi Kunachi,[],0.0,2006-04-14,2006,0,0.0
34255,Dombivali Fast,['Nishikant Kamat'],0.0,2006-10-30,2006,0,0.0
34256,Dhadakebaaz,['Mahesh Kothare'],0.0,1990-01-01,1990,0,0.0
34257,Ashi Hi Banwa Banwi,['Sachin'],0.0,1988-01-01,1988,0,0.0
34258,Padosan,['Jyoti Swaroop'],0.0,1968-11-29,1968,0,0.0
34259,Coincidence,['Yash Chopra'],0.0,1969-10-04,1969,0,0.0
34260,Mera Naam Joker,['Raj Kapoor'],0.0,1970-12-18,1970,0,0.0
34261,Haathi Mere Saathi,['M.A. Thirumugham'],0.0,1971-05-01,1971,0,0.0
34262,Benaam,['Narendra Bedi'],0.0,1974-10-18,1974,0,0.0
34263,Black Magic,['Ravikant Nagaich'],0.0,1977-01-01,1977,0,0.0
34264,Baton Baton Mein,['Basu Chatterjee'],0.0,1979-04-13,1979,0,0.0
34265,Beloved Enemy,['Rajkumar Kohli'],0.0,1979-05-22,1979,0,0.0
34266,Khubsoorat,['Hrishikesh Mukherjee'],0.0,1980-02-26,1980,0,0.0
34267,Red Rose,['P. Bharathiraja'],0.0,1980-05-23,1980,0,0.0
34268,Saboot,"['Shyam Ramsay', 'Tulsi Ramsay']",0.0,1980-08-09,1980,0,0.0
34269,Naram Garam,['Hrishikesh Mukherjee'],0.0,1981-02-28,1981,0,0.0
34270,"Just Let It Go, Friends",['Kundan Shah'],0.0,1983-08-12,1983,14000,0.0
34271,Masoom,['Shekhar Kapur'],0.0,1983-01-10,1983,0,0.0
34272,Hero,['Subhash Ghai'],0.0,1983-01-01,1983,0,0.0
34273,Rang Birangi,['Hrishikesh Mukherjee'],0.0,1983-04-23,1983,0,0.0
34274,The Old Temple,"['Shyam Ramsay', 'Tulsi Ramsay']",0.0,1984-10-15,1984,0,0.0
34275,Khamosh,['Vidhu Vinod Chopra'],0.0,1985-01-01,1985,0,0.0
34276,Arjun,['Rahul Rawail'],0.0,1985-04-20,1985,0,0.0
34277,Chameli Ki Shaadi,['Basu Chatterjee'],0.0,1986-02-21,1986,0,0.0
34278,Anubhav,[],0.0,1986-12-19,1986,0,0.0
34279,Karma,['Subhash Ghai'],0.0,1986-02-23,1986,0,0.0
34280,Tahkhana,"['Shyam Ramsay', 'Tulsi Ramsay']",0.0,1986-12-11,1986,0,0.0
34281,Mr. India,['Shekhar Kapur'],0.0,1987-05-25,1987,0,0.0
34282,Tezaab,['N. Chandra'],0.0,1988-11-11,1988,0,0.0
34283,Maalamaal,[],0.0,1988-11-01,1988,0,0.0
34284,Veerana,"['Shyam Ramsay', 'Tulsi Ramsay']",0.0,1988-05-06,1988,0,0.0
34285,Maine Pyar Kiya,['Sooraj R. Barjatya'],0.0,1989-10-16,1989,0,0.0
34286,Bandh Darwaza,"['Shyam Ramsay', 'Tulsi Ramsay']",0.0,1990-05-07,1990,0,0.0
34287,Devil's Domain,['Kiran Ramsay'],0.0,1990-04-13,1990,0,0.0
34288,Saajan,"[""Lawrence D'Souza""]",0.0,1991-08-30,1991,0,0.0
34289,100 Days,['Partho Ghosh'],0.0,1991-01-01,1991,0,0.0
34290,Phool Aur Kaante,['Kuku Kohli'],0.0,1991-11-22,1991,0,0.0
34291,Heart,[],0.0,1992-01-01,1992,0,0.0
34292,Jo Jeeta Wohi Sikandar,['Mansoor Khan'],0.0,1992-05-22,1992,0,0.0
34293,Suryavanshi,['Rakesh Kumar'],0.0,1992-02-07,1992,0,0.0
34294,Chamatkar,['Rajiv Mehra'],0.0,1992-07-08,1992,0,0.0
34295,Aankhen,['David Dhawan'],0.0,1993-09-09,1993,0,0.0
34296,Hum Hain Rahi Pyar Ke,['Mahesh Bhatt'],0.0,1993-07-05,1993,0,0.0
34297,King Uncle,['Rakesh Roshan'],0.0,1993-02-05,1993,0,0.0
34298,Khal Nayak,['Subhash Ghai'],0.0,1993-05-26,1993,0,0.0
34299,Waqt Hamara Hai,['Bharat Rangachary'],0.0,1993-06-22,1993,0,0.0
34300,The Lady in Question,['Charles Vidor'],0.0,1940-08-07,1940,0,0.0
34301,Meet the Patels,"['Ravi Patel', 'Geeta Patel']",0.0,2015-09-11,2015,0,0.0
34302,The Legendary Giulia and Other Miracles,['Edoardo Leo'],0.0,2015-02-19,2015,0,0.0
34303,Natale in crociera,['Neri Parenti'],0.0,2007-12-14,2007,0,0.0
34304,The Inside of the White Slave Traffic,['Frank Beal'],0.0,1913-01-01,1913,0,0.0
34305,A Brief Season,['Renato Castellani'],0.0,1969-11-26,1969,0,0.0
34306,Three Men in a Boat,['Stephen Frears'],0.0,1975-12-31,1975,0,0.0
34307,The Ghost of Flight 401,['Steven Hilliard Stern'],0.0,1978-02-18,1978,0,0.0
34308,Blue Mountain State: The Rise of Thadland,['Lev L. Spiro'],0.0,2016-02-02,2016,0,0.0
34309,Bare,['Natalia Leite'],0.0,2015-10-30,2015,0,0.0
34310,Septic Man,['Jesse T. Cook'],0.0,2013-09-20,2013,0,0.0
34311,Suhaag,['Sandesh Kohli'],0.0,1994-10-20,1994,0,0.0
34312,Brave Revolutionary,['Mehul Kumar'],0.0,1994-07-22,1994,0,0.0
34313,Gopi Kishan,[],0.0,1994-01-01,1994,0,0.0
34314,Baazi,['Ashutosh Gowariker'],0.0,1995-04-05,1995,0,0.0
34315,Barsaat,['Rajkumar Santoshi'],0.0,1995-09-29,1995,0,0.0
34316,Takkar,[],0.0,1995-07-13,1995,0,0.0
34317,Sapoot,['Jagdish A. Sharma'],0.0,1996-11-08,1996,0,0.0
34318,Khamoshi: The Musical,['Sanjay Leela Bhansali'],0.0,1996-08-09,1996,0,0.0
34319,Loafer,['David Dhawan'],0.0,1996-06-09,1996,0,0.0
34320,Raja Hindustani,['Dharmesh Darshan'],0.0,1996-11-15,1996,0,0.0
34321,Jeet,['Raj Kanwar'],0.0,1996-08-23,1996,0,0.0
34322,Agni Sakshi,['Partho Ghosh'],0.0,1996-03-14,1996,0,0.0
34323,Ghatak: Lethal,['Rajkumar Santoshi'],0.0,1996-11-08,1996,0,0.0
34324,Chachi 420,['Kamal Haasan'],0.0,1997-12-19,1997,0,0.0
34325,Dil To Pagal Hai,['Yash Chopra'],8.46,1997-10-30,1997,1300000,11000000.0
34326,Bhai,[],0.0,1997-01-01,1997,0,0.0
34327,Judwaa,['David Dhawan'],0.0,1997-02-07,1997,0,0.0
34328,Gupt: The Hidden Truth,['Rajiv Rai'],0.0,1997-07-04,1997,0,0.0
