,index,title,genres,id,release_year,runtime,popularity,cast,crew
3749,3749,Abraham Lincoln vs. Zombies,Horror Action Thriller,98948,2012,90.0,9.109894,Bill Oberst Jr. Baby Norman Jason Vail Jason Hughley Don McGraw Christopher Marrone,Richard Schenkman
3750,3750,Invictus,Drama History,22954,2009,134.0,9.109838,Morgan Freeman Matt Damon Tony Kgoroge Patrick Mofokeng Matt Stern Julian Lewis Jones Adjoa Andoh Marguerite Wheatley Leleti Khumalo Patrick Lyster Scott Eastwood Langley Kirkwood Bonnie Henna Danny Keogh Robin Smith Dan Robbertse Susan Danford Henie Bosman Penny Downie Louis Minnaar David Dukas Grant Swanby Robert Hobbs Vuyo Dabula Daniel Hadebe Jakkie Groenewald Albert Maritz Sello Motloung Meren Reddy Lida Botha Sylvia Mngxekeza Bart Fouche Johnny Cicco Ashley Taylor Nambitha Mpumlwana André Jacobs Mark Rickard Grant Roberts Bjorn Steinbach Sivuyile Ngesi Mike Falkow Stelio Savante Sean Cameron Michael Patrick John Walton Matthew Dylan Roberts Michael Ledwidge,Clint Eastwood
3751,3751,Brothers,Drama Thriller War,7445,2009,104.0,9.108917,Tobey Maguire Jake Gyllenhaal Natalie Portman Sam Shepard Mare Winningham Bailee Madison Taylor Geare Patrick John Flueger Clifton Collins Jr Carey Mulligan Omid Abtahi Navid Negahban Ethan Suplee Arron Shiver Ray Prewitt Jenny Wade Jason E. Hill James D. Dever Luce Rains Enayat Delawary Rick La Monda Kevin Wiggins Yousuf Azami Carrie Fleming,Jim Sheridan
3752,3752,Ca$h,Crime Thriller Comedy,27004,2010,108.0,9.107829,Sean Bean Chris Hemsworth Victoria Profeta Thampy Antony Mike Starr Michael Mantell Paul Sanchez Peggy Roeder Glenn Plummer Larry Neumann Jr. Christian Stolte Jacqueline Williams,Stephen Milburn Anderson
3753,3753,Sex Drive,Comedy Adventure Romance,13523,2008,109.0,9.106146,Josh Zuckerman Amanda Crew Clark Duke James Marsden Seth Green Alice Greczyn Katrina Bowden Mark L. Young Charlie McDermott Andrea Anders Shelly Frasier,Sean Anders
3754,3754,A Hologram for the King,Comedy Drama,270010,2016,97.0,9.104543,Tom Hanks Sarita Choudhury Sidse Babett Knudsen Ben Whishaw Tom Skerritt Tracey Fairaway David Menkin Alexander Black Jane Perry Amira El Sayed Christy Meyer Khalid Laith,Tom Tykwer
3755,3755,Can't Buy Me Love,Drama Comedy Romance Family,12919,1987,94.0,9.104462,Patrick Dempsey Seth Green Gerardo Mejía Courtney Gains Sharon Farrell Darcy DeMoss Tina Caspary Ami Dolenz Amanda Peterson,Steve Rash
3756,3756,The Voices,Comedy Crime Horror Thriller,244458,2014,101.0,9.104429,Ryan Reynolds Gemma Arterton Anna Kendrick Jacki Weaver Ella Smith Paul Chahidi Stanley Townsend Adi Shankar Sam Spruell Valerie Koch Gulliver McGrath Paul Brightwell Alessa Kordeck Michael Pink Ricardia Bramley,Marjane Satrapi
3757,3757,Spaceballs,Comedy Science Fiction,957,1987,96.0,9.10373,Mel Brooks Rick Moranis Bill Pullman Daphne Zuniga John Candy George Wyner Joan Rivers Dick Van Patten Michael Winslow Lorene Yarnell Jansson John Hurt Ed Gale Stephen Tobolowsky Sandy Helberg Dom DeLuise Phil Hartman Tress MacNeille Corey Burton Michael York Rick Ducommun Rudy De Luca Ken Olfson Denise Gallup Dian Gallup Jim Jackman Jim J. Bullock Sal Viscuso John Hurt,Mel Brooks
3758,3758,Cross of Iron,Drama Action History War,10839,1977,132.0,9.103168,James Coburn Maximilian Schell James Mason David Warner Klaus Löwitsch Vadim Glowna Roger Fritz Dieter Schidor Burkhard Driest Fred Stillkrauth Michael Nowka Arthur Brauss Senta Berger Igor Galo Slavko Štimac Vladan Živković Véronique Vendell Sweeney MacArthur Ivica Pajer Dragomir Stanojević Hermina Pipinić,Sam Peckinpah
3759,3759,Not Another Teen Movie,Comedy,11397,2001,89.0,9.101896,Chyler Leigh Chris Evans Jaime Pressly Eric Christian Olsen Mia Kirshner Lacey Chabert Cerina Vincent Molly Ringwald Samaire Armstrong Nectar Rose Michael Ensign Kyle Cease Desi Lydic Jackie Harris Mr. T Deon Richmond Eric Jungmann Ron Lester Cody McMains Sam Huntington JoAnna Garcia Samm Levine Beverly Polcyn Ed Lauter Paul Gleason Randy Quaid Riley Smith Nathan West Michelle Holgate Jeanette Miller Benjamin Waldow Josh Radnor Ross Mulholland Dean Sheremet Becca Sweitzer Hayley Zelniker Lukas Behnken Josh Jacobson Amber Goetz Joy Bisco Morisa Taylor Kaplan George Wyner Ned Brower Peter Simon Joy Gohring Tracy Kay Jessica Asher Sean Smith Heather Brown Ean Mering Lyman Ward Julie Welch Daniel Bess James Read Rob Benedict Banks McClintock Jay Johnston Jesse Capelli Daniel Spink Oz Perkins Jim Wise Kimi Bateman Staci B. Flood Sarah Christine Smith China Shavers H. Jon Benjamin Paul Goebel Marissa Fedele Samuel Givens Kimberly Lyon Zachary Woodlee Alec Murdock Cynthena Sanders Will Gill Jr. Nick Zephyrin Heidi Androl Ian Aronson Sam Ayers Nick Bakay Candice T. Cain Maylen Calienes Marcus Edward Arturo Elizondo David M. Francis Melissa Joan Hart Kelly S. King Jarrett Lennon Tracey McCall Jennifer Schlueter Gena Shaw Abraham Smith Tessa Sean Patrick Thomas Cassie Townsend Jeremiah Vaughn Susan Anne Wall,Joel Gallen
3760,3760,The Lost Boys,Horror Comedy,1547,1987,97.0,9.099731,Jason Patric Corey Haim Corey Feldman Dianne Wiest Kiefer Sutherland Jami Gertz Edward Herrmann Jamison Newlander Billy Wirth Alex Winter Chance Michael Corbitt Barnard Hughes Brooke McCarter Alexander Bacan Chapman Nori Morgan Kelly Jo Minter Todd Feder Christopher Peters Keith Butterfield Gerald Younggren Eric Graves J. Dinan Myrtetus Timmy Cappello Jim Turner Tony Cain Melanie Bishop Nicole Vigil,Joel Schumacher
3761,3761,Frantz,History Drama Romance,377263,2016,113.0,9.098394,Paula Beer Pierre Niney Ernst Stötzner Marie Gruber Johann von Bülow Anton von Lucke Cyrielle Clair Alice de Lencquesaing Axel Wandtke Rainer Egger Rainer Silberschneider Merlin Rose Ralf Dittrich Michael Witte Lutz Blochberger Jeanne Ferron Torsten Michaelis Étienne Ménard Claire Martin Camille Grandville Jean-Paul Dubois Nicolas Bonnefoy Laurent Borel,François Ozon
3762,3762,Sunshine Cleaning,Comedy Drama,13090,2008,102.0,9.098119,Amy Adams Emily Blunt Alan Arkin Jason Spevack Steve Zahn Mary Lynn Rajskub Clifton Collins Jr Eric Christian Olsen Paul Dooley Kevin Chapman Judith Jones Amy Redford Susie Yip Lois Geary McKenna Hutton Mason Frank Amber Midthunder Angelique Midthunder Vic Browder Ivan Brutsche,Christine Jeffs
3763,3763,Duplicity,Romance Comedy Crime,16558,2009,125.0,9.097953,"Clive Owen Julia Roberts Paul Giamatti Tom Wilkinson Lisa Roberts Gillan ""Denis OHare"" Kathleen Chalfant Carrie Preston Dan Daily David Shumbris Rick Worthy Oleg Shtefanko Khan Baykal Tom McCarthy Wayne Duvall Fabrizio Brienza Lucia Grillo Conan McCarty Kirby Mitchell Christopher Denham Christopher Mann Seth Kirschner Karl Bury Happy Anderson James Cronin Esther Pringle Mary Anne Prevost Annabel Seymour Ulrich Thomsen Helen Elswit Brandon Slagle Michele Melega Noel Elie Sandy Hamilton",Tony Gilroy
3764,3764,The River Murders,Thriller Mystery,70009,2011,93.0,9.097032,Ray Liotta Christian Slater Ving Rhames Gisele Fraga Sarah Ann Schultz Michael Rodrick Melora Walters Chris Leblanc Michelle Krusiec,Rich Cowan
3765,3765,Leprechaun,Comedy Horror Thriller,11811,1993,92.0,9.096254,Warwick Davis Jennifer Aniston Ken Olandt Mark Holton Robert Hy Gorman Shay Duffin John Sanderford,Mark Jones
3766,3766,Alibi.com,Comedy,398929,2017,90.0,9.09546,Philippe Lacheau Élodie Fontan Julien Arruti Tarek Boudali Nathalie Baye Didier Bourdon Medi Sadoun Nawell Madani Vincent Desagnat JoeyStarr Norman Thavaud Alice Dufour Chantal Ladesou La Fouine Michèle Laroque Kad Merad Jo Prestia Frédéric Achard Samy Naceri,Philippe Lacheau
3767,3767,Ballistic: Ecks vs. Sever,Action Adventure Thriller,10550,2002,91.0,9.094558,Antonio Banderas Lucy Liu Gregg Henry Ray Park Talisa Soto,Wych Kaosayananda
3768,3768,Friday the 13th: A New Beginning,Horror Thriller,9731,1985,92.0,9.094477,Melanie Kinnaman John Shepherd Shavar Ross Richard Young Marco St. John Juliette Cummins Carol Locatell Vernon Washington Caskey Swaim Anthony Barrile Dominick Brascia Tiffany Helm Corey Feldman Richard Lineback Debi Sue Voorhees Suzanne Bateman Todd Bryant Miguel A. Núñez Jr. Mark Venturini,Danny Steinmann
3769,3769,Felon,Action Crime Drama,13012,2008,103.0,9.094276,Stephen Dorff Val Kilmer Marisol Nichols Vincent Miller Anne Archer Larnell Stovall Sam Shepard Johnny Lewis Harold Perrineau Shawn Prince Chris Browning Nick Chinlund Greg Serano Jake Walker Nate Parker Mike Seal Louie Pescador Gabriel Merendon Mark Sivertsen Mara Holguin Carrie Fleming Roman Mitichyan Adam Taylor Brittany Perrineau Harry Zimmerman Kevin Wiggins Brian Keith Gamble Rosalia de Aragon Ivan Brutsche John Trejo Cynthia Ruffin Christien Tinsley Christopher Dempsey Esodie Geiger Richard Caruso Richard Caruso Erik Gomez Elton Walker Tait Fletcher Adrian Ponce Ben James Roybal Joey Villasenor Antonio Leyba John Koyoma Jermaine Washington Shawn Rosales Steve Ulibarri Tommy Truez Jesus Jr. Mike Smith,Ric Roman Waugh
3770,3770,The King of Comedy,Comedy Drama,262,1982,109.0,9.093411,Robert De Niro Jerry Lewis Diahnne Abbott Sandra Bernhard Shelley Hack Catherine Scorsese Cathy Scorsese Ralph Monaco Frederick de Cordova Ray Dittrich Richard Dioguardi Edgar J. Scherick Ed Herlihy Lou Brown Tony Randall Victor Borge Joyce Brothers Liza Minnelli Martin Scorsese Loretta Tupper Peter Potulski Vinnie Gonzales Whitey Ryan Doc Lawless Charles Scorsese Mardik Martin Kim Chan Joe Strummer Ellen Foley Paul Simonon Tony Devon,Martin Scorsese
3771,3771,Into the Storm,Action Thriller,216282,2014,89.0,9.092925,Richard Armitage Sarah Wayne Callies Matt Walsh Nathan Kress Alycia Debnam-Carey Jeremy Sumpter Kyle Davis Brandon Ruiter Max Deacon Arlen Escarpeta Lee Whittaker Jon Reep Scott Lawrence David Drumm Jimmy Groce Linda Gehringer Keala Wayne Winterhalt Maryanne Nagel Frank Zieger Kron Moore London Elise Moore Michael Ellison Vincent McCurdy-Clark Stephanie Koenig Gary England Don Lemon Chuck Gaidica Steve Garagiola John W. Hardy Mikayla Bouchard Gino Borri Amanda Ryskamp Taras Los Niki Cipriano Kim Adams Mike Ancrile Apollo Bacala Christine Bell Chris Bellant Chris Brewster Wayne Brinston Keith Cameron Steven Campbell Ron Causey  Brendan Cipriano Karla Cipriano Patricia Lynne Cissell Deborah Claybaugh John Dickerson Dennis Doyle Jr. Fernelle Edmund Helena Ellison James Feaheny Stephen C. Forsell Pam German Jacob Godzak Allison Good Nate Hatton Steven Hauptman Pennie-Marie Hawkins Jeff Hill Alyssa Iselli Tim Jenkins Ellen Kimmel Joe Kras Jodi Kraska Tracey Kroll Sandra Kwiatkowski Abe Larkin Mary Mac Chris Mansa Michael Matthews Mariah McCalley Phillip E. McDermott Ralph H. Meyer Joseph Jerry Morton Rose Anne Nepa Alexandra Nye Terri Partyka Diezel Ramos Ralph A. Recchia  Nicholas Ritz Julie Ariane Russell Zakk Saam Patrick Sarniak Alissa Shelton Maurice Smith Nikki Smith Carey Torrice Alexis Toutant Eric Tuchelske Thaddeus Walster James Wasiloff Robert Wax Kaitlan Welton Jacquelyn Whitesel Rick Wooley Jennifer Nichole Lee,Steven Quale
3772,3772,Magnolia,Drama,334,1999,188.0,9.091636,Julianne Moore William H. Macy John C. Reilly Tom Cruise Philip Baker Hall Philip Seymour Hoffman Jason Robards Alfred Molina Melora Walters Michael Bowen Jeremy Blackman Emmanuel Johnson Melinda Dillon April Grace Felicity Huffman Orlando Jones Ricky Jay Patton Oswalt Neil Flynn Henry Gibson Miriam Margolyes Michael Murphy Genevieve Zweig Pat Healy Thomas Jane Luis Guzmán Clark Gregg Veronica Hart Paul F. Tompkins,Paul Thomas Anderson
3773,3773,Le Samouraï,Crime Drama Thriller,5511,1967,105.0,9.091288,Alain Delon François Périer Nathalie Delon Cathy Rosier Catherine Jourdan Jacques Leroy Michel Boisrond Robert Favart Jean-Pierre Posier Roger Fradet Carlo Nell Robert Rondo André Salgues André Thorent Jacques Deschamps Georges Casati Jacques Léonard Pierre Vaudier Maurice Magalon Gaston Meunier Jean Gold Georges Billy Ari Aricardi Guy Bonnafoux Humberto Catalano Carl Lechner Maria Maneva,Jean-Pierre Melville
3774,3774,Le Samouraï,Crime Drama Thriller,5511,1967,105.0,9.091288,Alain Delon François Périer Nathalie Delon Cathy Rosier Catherine Jourdan Jacques Leroy Michel Boisrond Robert Favart Jean-Pierre Posier Roger Fradet Carlo Nell Robert Rondo André Salgues André Thorent Jacques Deschamps Georges Casati Jacques Léonard Pierre Vaudier Maurice Magalon Gaston Meunier Jean Gold Georges Billy Ari Aricardi Guy Bonnafoux Humberto Catalano Carl Lechner Maria Maneva,Jean-Pierre Melville
3775,3775,The Hypnotist,Crime Drama Thriller,133458,2012,121.0,9.090998,Tobias Zilliacus Mikael Persbrandt Lena Olin Helena af Sandeberg Jonatan Bökman Oscar Pettersson Eva Melander Anna Azcarate Johan Hallström Göran Thorell Jan Waldekranz Emma Mehonic Tomas Magnusson Nadja Josephson Gustav Levin Claes Hartelius Ulf Eklund Lars Hjelm Robert Follin,Lasse Hallström
3776,3776,The Shanghai Gesture,Drama Mystery Thriller,42678,1941,99.0,9.089542,Gene Tierney Walter Huston Victor Mature Ona Munson Phyllis Brooks Albert Bassermann Maria Ouspenskaya Eric Blore Ivan Lebedeff Mike Mazurki Clyde Fillmore Grayce Hampton Rex Evans Mikhail Rasumny Michael Dalmatoff Marcel Dalio John Abbott,Josef von Sternberg
3777,3777,Almost Famous,Drama Music,786,2000,122.0,9.086699,Kate Hudson Billy Crudup Frances McDormand Jason Lee Patrick Fugit Zooey Deschanel Michael Angarano Anna Paquin Fairuza Balk Noah Taylor Philip Seymour Hoffman Jimmy Fallon Rainn Wilson Jay Baruchel John Fedevich Mark Kozelek Liz Stauber Olivia Rosewood Bijou Phillips Pauley Perrette Peter Frampton Mark Pellington Eion Bailey J.J. Cohen Gary Kohn Ray Porter Alice Marie Crowe Erin Foley Terry Chen Mitch Hedberg Jesse Caron Zack Ward Devin Corey Pete Droge Elaine Summers Kevin Sussman Tom Riis Farrell John Patrick Amedori Julia Decker Brian Vaughan Anthony Martelli Susan Yeagley Holly Maples Michelle Moretti Eric Stonestreet,Cameron Crowe
3778,3778,It's Complicated,Comedy Romance,22897,2009,121.0,9.083133,Meryl Streep Alec Baldwin Steve Martin John Krasinski Lake Bell Mary Kay Place Rita Wilson Alexandra Wentworth Hunter Parrish Zoe Kazan Caitlin Fitzgerald Emjay Anthony Nora Dunn Bruce Altman Robert Curtis Brown James Patrick Stuart Peter MacKenzie Sean Hamrin Emily Kinney Valente Rodriguez Marina Squerciati Blanchard Ryan Geneva Carr Jennifer Restivo Dana Power,Nancy Meyers
3779,3779,The Void,Mystery Horror Science Fiction,378018,2016,90.0,9.082794,Aaron Poole Kathleen Munroe Art Hindle Daniel Fathers Kenneth Welsh Ellen Wong Stephanie Belding Mik Byskov Grace Munro James Millington Evan Stern Trish Rainone Amy Groening Matthew Kennedy Chris Nash,Jeremy Gillespie Steven Kostanski
3780,3780,Shall We Dance?,Drama Romance Comedy,4380,2004,107.0,9.082538,Richard Gere Jennifer Lopez Susan Sarandon Lisa Ann Walter Stanley Tucci Anita Gillette Bobby Cannavale Omar Benson Miller Tamara Hope Stark Sands Richard Jenkins Nick Cannon Sarah Lafleur Onalee Ames Diana Salvatore Daphne Korol David Sparrow Katya Virshilas,Peter Chelsom
3781,3781,The Picture of Dorian Gray,Fantasy Drama Horror Thriller,16559,1945,110.0,9.080158,George Sanders Hurd Hatfield Donna Reed Angela Lansbury Peter Lawford Lowell Gilmore William Holmes John George,Albert Lewin
3782,3782,Cyberbully,Drama Thriller,317144,2015,62.0,9.079974,Maisie Williams Ella Purnell Haruka Abe Jake Davies Daisy Waterstone Wilson Haagens Anthony Shuster,Ben Chanan
3783,3783,Goin' South,Comedy Western,34130,1978,109.0,9.07909,Jack Nicholson Mary Steenburgen Christopher Lloyd John Belushi Veronica Cartwright Richard Bradford Jeff Morris Danny DeVito Tracey Walter Luana Anders Lucy Lee Flippin Ed Begley Jr. Anne Ramsey Lin Shaye Dennis Fimple,Jack Nicholson
3784,3784,Concussion,Drama,156965,2013,96.0,9.078909,Robin Weigert Maggie Siff Johnathan Tchaikovsky Julie Fain Lawrence Laila Robins Ben Shenkman Janel Moloney Daniel London Emily Kinney,Stacie Passon
3785,3785,Amanda Knox,Documentary,411009,2016,92.0,9.078809,Amanda Knox Anderson Cooper Arline Kercher Curt Knox Giuliano Mignini Raffaele Sollecito Donald Trump,Rod Blackhurst Brian McGinn
3786,3786,House of Dracula,Horror Science Fiction,30793,1945,67.0,9.074831,"John Carradine Onslow Stevens Lon Chaney Jr. ""Martha ODriscoll"" Jane Adams Lionel Atwill Glenn Strange Skelton Knaggs Ludwig Stössel Joseph E. Bernard Dick Dickinson Harry Lamont Robert Robinson Anne G. Sterling Fred Cordova Carey Harrison Gregory Marshall Beatrice Gray",Erle C. Kenton
3787,3787,Iron Will,Adventure Drama Family,24767,1994,108.0,9.074631,Mackenzie Astin Kevin Spacey Brian Cox David Ogden Stiers George Gerdes John Terry August Schellenberg,Charles Haid
3788,3788,Me and You and Everyone We Know,Comedy Drama,1382,2005,90.0,9.0744,Miranda July John Hawkes Brandon Ratcliff Miles Thompson Carlie Westerman Brad William Henke Natasha Slayton Najarra Townsend Ellen Geer Colette Kilroy James Kayten,Miranda July
3789,3789,Freaks,Drama Horror,136,1932,64.0,9.074348,"Harry Earles Daisy Earles Olga Baclanova Henry Victor Leila Hyams Wallace Ford Angelo Rossitto Jerry Austin Roscoe Ates Schlitze Daisy Hilton Violet Hilton Johnny Eck ""Frances OConnor"" Josephine Joseph Olga Roderick Peter Robinson Prince Randian Koo Koo Elvira Snow Jenny Lee Snow Rose Dione Martha Morris",Tod Browning
3790,3790,Head in the Clouds,Drama Romance War,18804,2004,121.0,9.073646,Charlize Theron Penélope Cruz Stuart Townsend Thomas Kretschmann Peter Cockett Gabriel Hogan Karine Vanasse David La Haye Steven Berkoff John Robinson Élizabeth Chouvalidzé Jolyane Langlois Sophie Desmarais Éloïsa Laflamme-Cervantes Ivan Vukov Sebastian Bailey,John Duigan
3791,3791,House of Wax,Crime Horror Mystery,18573,1953,90.0,9.072006,Vincent Price Frank Lovejoy Phyllis Kirk Carolyn Jones Paul Picerni Charles Bronson Roy Roberts Dabbs Greer Angela Clarke Paul Cavanagh Oliver Blake Larri Thomas,André De Toth
3792,3792,Like Father Like Son,Comedy Fantasy,36914,1987,96.0,9.071509,Dudley Moore Kirk Cameron Margaret Colin Catherine Hicks Патрик О’Нил Sean Astin Camille Cooper Micah Grant Bill Morrison Skeeter Vaughan Larry Sellers Tami David Maxine Stuart David Wohl Michael Horton Randy Lowell Art Frankel Christine Healy Mary Jane Courier Debbie Zipp Teresa Bowman Brian Peck Carol Swarbrick Kedric Wolfe Robert Balderson Dakin Matthews Les Lannom Lorna Hill John Stinson Billy Stevenson Alexandra Kenworthy Jamison Selby Lloyd Nelson John Tokatlian Mark McCannon Jan Duncan Armin Shimerman Kitty Swink Lisa Robins Richard Gonzales James Lashly Corki Grazer Nancy Lenehan,Rod Daniel
3793,3793,Vampire in Brooklyn,Comedy Horror Romance,12158,1995,100.0,9.071127,Eddie Murphy Angela Bassett Allen Payne Kadeem Hardison John Witherspoon Zakes Mokae Joanna Cassidy W. Earl Brown Simbi Khali,Wes Craven
3794,3794,The Bucket List,Drama Comedy,7350,2007,97.0,9.070643,Jack Nicholson Morgan Freeman Sean Hayes Beverly Todd Alfonso Freeman Rowena King Rob Morrow Annton Berry Jr. Verda Bridges Destiny Brownridge Brian Copeland Ian Anthony Dale Jennifer Defrancisco Angela Gardner Noel Gugliemi Jonathan Hernandez Karen Maruyama Amber Mead Serena Reeder Christopher Stapleton Taylor Ann Thompson Dawn Lewis,Rob Reiner
3795,3795,Headhunters,Thriller Crime,70670,2011,100.0,9.070215,Aksel Hennie Nikolaj Coster-Waldau Synnøve Macody Lund Julie R. Ølgaard Eivind Sander Baard Owe Kyrre Haugen Sydness Reidar Sørensen Nils Jørgen Kaalstad Joachim Rafaelsen Mats Mogeland Gunnar Skramstad Johnsen Lars Skramstad Johnsen Signe Tynning Nils Gunnar Lie Sondre Abel Mattis Herman Nyquist,Morten Tyldum
3796,3796,Lone Star,Drama Mystery Romance,26748,1996,135.0,9.069963,Chris Cooper Matthew McConaughey Elizabeth Peña Kris Kristofferson Joe Morton Frances McDormand Stephen J. Lang Oni Faida Lampley LaTanya Richardson Leo Burmester Eleese Lester Richard Coca Miriam Colón Jeff Monahan Eddie Robinson Ron Canada Chandra Wilson Marco Perella Gordon Tootoosis Vanessa Martinez Clifton James,John Sayles
3797,3797,13 Sins,Horror Thriller,155084,2014,93.0,9.067788,Mark Webber Devon Graye Rutina Wesley Ron Perlman Pruitt Taylor Vince Christopher Berry Tom Bower Clyde Jones Deneen Tyler Ritchie Montgomery Sabrina Gennarino John McConnell Judd Lormand Lance E. Nichols Danny Cosmo Tom Lawson Jr. Brylee Kate Woodard Robert Larriviere Stephanie Honoré Jenn Foreman Brittney Alger Angela Jones Sharon Smith Greg Pearson,Daniel Stamm
3798,3798,The Sound of Music,Drama Family Music Romance,15121,1965,174.0,9.06773,Julie Andrews Christopher Plummer Eleanor Parker Richard Haydn Peggy Wood Charmian Carr Heather Menzies Nicholas Hammond Duane Chase Angela Cartwright Debbie Turner Kym Kareth Anna Lee Portia Nelson Ben Wright Daniel Truhitte Norma Varden Gilchrist Stuart Marni Nixon Evadne Baker Doris Lloyd,Robert Wise
3799,3799,Jesse James,Western Crime Drama History,43829,1939,106.0,9.067078,"Tyrone Power Henry Fonda Nancy Kelly Randolph Scott Henry Hull Slim Summerville J. Edward Bromberg Brian Donlevy John Carradine Donald Meek Johnny Russell Jane Darwell Charles Tannen Claire Du Brey Charles Middleton Lon Chaney Jr. Willard Robertson Harold Goodwin Ernest Whitman Eddy Waller Paul E. Burns Spencer Charters Arthur Aylesworth Charles Halton George Chandler Harry Tyler Virginia Brissac Edward LeSaint Erville Alderson George P. Breakston Carol Adams Donald Douglas James Flavin Sam Garrett Wylie Grant Harry Holman Kenner G. Kemp Sidney Kibrick Ethan Laidlaw Tom London ""George OHara"" Paul Sutton John Elliotte Leonard Kibrick",Henry King
3800,3800,Tinker Bell,Animation Family Adventure Fantasy,13179,2008,78.0,9.066971,Mae Whitman Kristin Chenoweth Raven-Symoné Lucy Liu America Ferrera Jane Horrocks Jesse McCartney Rob Paulsen Jeff Bennett Pamela Adlon Anjelica Huston Loreena McKennitt Steve Valentine Kathy Najimy Richard Portnow Gail Borges America Young Kathryn Cressida Bob Bergen,Bradley Raymond
3801,3801,After.Life,Drama Horror Mystery Thriller,36419,2010,104.0,9.063797,Liam Neeson Justin Long Christina Ricci Josh Charles Chandler Canterbury Celia Weston Shuler Hensley Anna Kuchma Rosemary Murphy Laurel Bryce Luz Alexandra Ramos Malachy McCourt Alice Drummond Jack Rovello Doan Ly Sam Kressner  Prudence Wright Holmes Barbara Singer Laurie Cole Chris Jackson,Agnieszka Wojtowicz-Vosloo
3802,3802,Jetsons: The Movie,Animation Comedy Family Science Fiction,17009,1990,82.0,9.063683,"""George OHanlon"" Mel Blanc Penny Singleton Tiffany Patric Zimmerman Don Messick Jean Vander Pyl Brad Garrett Rick Dees Frank Welker",Joseph Barbera William Hanna
3803,3803,A Knight in Camelot,Adventure Fantasy Comedy Science Fiction Family,24793,1998,90.0,9.062226,Whoopi Goldberg Michael York Paloma Baeza Simon Fenton James Coombes Robert Addie Ian Richardson Amanda Donohoe,Roger Young
3804,3804,In the Heat of the Night,Crime Drama Mystery Thriller,10633,1967,109.0,9.059617,Sidney Poitier Rod Steiger Warren Oates Lee Grant Larry Gates James Patterson William Schallert Beah Richards Peter Whitney Kermit Murdock Larry D. Mann Arthur Malet Fred Stewart Quentin Dean Scott Wilson Anthony James Matt Clark Timothy Scott William Watson Eldon Quick Peter Masterson Jester Hairston Phil Adams Nikita Knatz Sam Reese Clegg Hoyt Alan Oppenheimer Stuart Nisbet,Norman Jewison
3805,3805,Johnny Handsome,Crime Drama,505,1989,94.0,9.059459,Mickey Rourke Ellen Barkin Morgan Freeman Forest Whitaker Elizabeth McGovern Lance Henriksen Scott Wilson David Schramm Peter Jason Yvonne Bryceland,Walter Hill
3806,3806,How Green Was My Valley,Drama,43266,1941,118.0,9.058578,"Walter Pidgeon ""Maureen OHara"" Roddy McDowall Donald Crisp Anna Lee John Loder Sara Allgood Barry Fitzgerald Patric Knowles Morton Lowry Arthur Shields Ann Todd Frederick Worlock Richard Fraser Evan S. Evans James Monks Rhys Williams Lionel Pape Ethel Griffies Marten Lamont",John Ford
3807,3807,Knocked Up,Comedy Romance Drama,4964,2007,129.0,9.058516,Seth Rogen Katherine Heigl Leslie Mann Paul Rudd Jason Segel Jay Baruchel Jonah Hill Martin Starr Maude Apatow Iris Apatow Harold Ramis Alan Tudyk Kristen Wiig Bill Hader Craig Robinson Charlyne Yi Ken Jeong B. J. Novak Catherine Reitman Brianna Brown Adam Scott Ana Mercedes Mo Collins Tim Bagley Melinda Bennett Paul Feig Nautica Thorn Stormy Daniels Tami Sagher Jessica Alba Steve Carell Andy Dick James Franco Eva Mendes Ryan Seacrest Dax Shepard Michelle Woods,Judd Apatow
3808,3808,Charley Varrick,Action Crime Drama Thriller,27331,1973,111.0,9.057212,"Walter Matthau Joe Don Baker Felicia Farr Andrew Robinson Sheree North Norman Fell Benson Fong Woodrow Parfrey William Schallert Jacqueline Scott Marjorie Bennett Rudy Diaz Colby Chester John Vernon Charlie Briggs Priscilla Garcia Scott Hale Charles Matthau Hope Summers Monica Lewis James Nolan Tom Tully Albert Popwell ""Kathleen OMalley"" Christina Hart Craig R. Baxley Al Dunlap Virginia Wing Don Siegel Bob Steele Joe Conforte Carol Daniels",Don Siegel
3809,3809,Tracers,Action Crime Drama,290764,2015,94.0,9.056173,Marie Avgeropoulos Taylor Lautner Adam Rayner Rafi Gavron Sam Medina Luciano Acuna Jr. Doua Moua Ching Hoh-Wai Josh Yadon Johnny M. Wu Amirah Vann Andrew Elvis Miller Teddy Cañez John Cenatiempo Brian Michael Joseph Harrell Kachina Dechert Chris Jackson Henry Yuk Doug Drucker Angela Pietropinto,Daniel Benmayor
